"ID","Taxon","Common","Observer","Source","Date","Year","Phenology",,"InfestedArea_squarem",,"GrossArea_acre","Percent_Cover","Distribution","National Ownership","County","x","y","Location Description","description"
"wb418-536","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.48946109,-123.80308654,,
"wb418-537","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50145449,-123.78835052,,
"wb418-538","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50187549,-123.78782794,,
"wb418-539","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50166758,-123.78802439,,
"wb418-540","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49005938,-123.8013654,,
"wb418-541","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50151406,-123.78784489,,
"wb418-542","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50153925,-123.78791761,,
"wb418-543","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50157974,-123.78786081,,
"wb418-544","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50250084,-123.78726716,,
"wb418-545","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49704807,-123.79037305,,
"wb418-546","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4970777,-123.79095324,,
"wb418-547","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49723459,-123.79073515,,
"wb418-548","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49712086,-123.79062503,,
"wb418-549","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4974044,-123.79079478,,
"wb418-550","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49751951,-123.79048278,,
"wb418-551","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49757928,-123.79042065,,
"wb418-552","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49751671,-123.79035016,,
"wb418-553","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49776045,-123.79039199,,
"wb418-554","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49773635,-123.79009885,,
"wb418-555","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49839057,-123.79012175,,
"wb418-556","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49856214,-123.79029691,,
"wb418-557","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49868327,-123.79027649,,
"wb418-558","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49831454,-123.78988494,,
"wb418-559","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49877533,-123.79026564,,
"wb418-560","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49890879,-123.79023322,,
"wb418-561","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49879254,-123.78963732,,
"wb418-562","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49910636,-123.79014807,,
"wb418-563","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49930511,-123.79002307,,
"wb418-564","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49920949,-123.78956455,,
"wb418-565","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49929142,-123.78896131,,
"wb418-566","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49958633,-123.78982049,,
"wb418-567","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49958045,-123.78914884,,
"wb418-568","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49978363,-123.78884554,,
"wb418-569","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49983581,-123.78931107,,
"wb418-570","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49987712,-123.78959927,,
"wb418-571","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50011835,-123.78894853,,
"wb418-572","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50012837,-123.78938176,,
"wb418-573","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.50059901,-123.78895758,,
"wb418-574","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49339578,-123.78909463,,
"wb418-575","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49385571,-123.78945549,,
"wb418-576","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49397743,-123.79020713,,
"wb418-577","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49413927,-123.78940747,,
"wb418-578","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49424499,-123.7905652,,
"wb418-579","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49424236,-123.78972157,,
"wb418-580","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49428168,-123.79060321,,
"wb418-581","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49434423,-123.79057718,,
"wb418-582","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49438279,-123.79073851,,
"wb418-587","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49441777,-123.79000998,,
"wb418-588","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49448474,-123.79023086,,
"wb418-589","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49449986,-123.79079032,,
"wb418-590","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.494566,-123.79093276,,
"wb418-591","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49464905,-123.79088787,,
"wb418-592","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49464152,-123.79096624,,
"wb418-593","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49468121,-123.79087004,,
"wb418-594","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49474044,-123.79110057,,
"wb418-595","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49476961,-123.79093962,,
"wb418-596","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49499899,-123.78940357,,
"wb418-597","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49498419,-123.7912648,,
"wb418-598","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49508972,-123.78943999,,
"wb418-599","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49502501,-123.79137205,,
"wb418-600","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49518645,-123.78956175,,
"wb418-601","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49523167,-123.78941887,,
"wb418-602","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49528028,-123.78969759,,
"wb418-603","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49531319,-123.78976302,,
"wb418-604","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49523665,-123.79145483,,
"wb418-605","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49539391,-123.7898328,,
"wb418-606","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49551286,-123.78990814,,
"wb418-607","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49589008,-123.78999392,,
"wb418-608","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49600563,-123.7897439,,
"wb418-609","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49608709,-123.79103491,,
"wb418-610","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4961078,-123.7902943,,
"wb418-611","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49609237,-123.78990707,,
"wb418-612","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49610601,-123.79100088,,
"wb418-613","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49612012,-123.79107856,,
"wb418-614","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49612541,-123.78981409,,
"wb418-615","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49614594,-123.79034649,,
"wb418-616","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49615248,-123.79100289,,
"wb418-617","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49612456,-123.79009129,,
"wb418-618","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49616669,-123.79024484,,
"wb418-619","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49618697,-123.79104918,,
"wb418-620","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49618694,-123.79092645,,
"wb418-621","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49624115,-123.79085982,,
"wb418-622","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49624115,-123.79124484,,
"wb418-623","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49628711,-123.79041329,,
"wb418-624","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49630875,-123.79030752,,
"wb418-625","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4963362,-123.79004271,,
"wb418-626","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49632388,-123.79141189,,
"wb418-627","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49632514,-123.79103358,,
"wb418-628","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49636931,-123.79022799,,
"wb418-629","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49640459,-123.79123682,,
"wb418-630","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49646604,-123.78992086,,
"wb418-631","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49648604,-123.79009739,,
"wb418-632","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49658566,-123.79021125,,
"wb418-633","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.496551,-123.79130545,,
"wb418-634","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4966009,-123.79008326,,
"wb418-635","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49666344,-123.79030295,,
"wb418-636","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49672747,-123.79043084,,
"wb418-637","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49662656,-123.79103011,,
"wb418-638","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49678232,-123.79018813,,
"wb418-639","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.48890678,-123.79727695,,
"wb418-640","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.48895671,-123.79684762,,
"wb418-641","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.48927322,-123.79673185,,
"wb418-642","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.48950418,-123.79652534,,
"wb418-643","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4896956,-123.79688419,,
"wb418-644","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.48978306,-123.79645875,,
"wb418-645","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4899226,-123.79647691,,
"wb418-646","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49001162,-123.79592911,,
"wb418-647","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49039589,-123.79484909,,
"wb418-648","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49042539,-123.7952919,,
"wb418-649","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49039308,-123.7956117,,
"wb418-650","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49079793,-123.79521636,,
"wb418-651","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49085696,-123.79505487,,
"wb418-652","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49035575,-123.7960142,,
"wb418-653","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49096443,-123.79464253,,
"wb418-654","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49104435,-123.79492186,,
"wb418-655","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.4910556,-123.79434934,,
"wb418-656","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49108668,-123.79473753,,
"wb418-657","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49103722,-123.79530794,,
"wb418-658","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49121041,-123.79546294,,
"wb418-659","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49124771,-123.79486658,,
"wb418-660","Carpobrotus edulis","Iceplant","Bill Maslach","CA State Parks","2011-01-01",2011,,,,,,"<1",,"Other / Unknown","Mendocino",39.49152826,-123.79490579,,
